# key	zipf — built by export_dictionary.py, do not hand-edit
نسج	3.38
نسح	0.00
نسخ	4.43
نسخة	5.02
نسر	3.52
نسريات	0.00
نسرين	3.51
نسطوري	1.53
نسع	1.75
نسعى	4.07
نسغ	2.06
نسغة	0.00
نسف	3.39
نسفة	1.13
نسق	3.54
نسقى	1.42
نسك	2.32
نسكي	1.64
نسل	3.64
نسلة	0.00
نسم	2.13
نسمة	4.62
نسمى	2.26
نسناس	2.08
نسنن	0.00
نسوان	3.14
نسوة	3.20
نسور	3.08
نسوى	2.30
نسوي	3.32
نسوية	3.52
نسى	3.54
نسي	3.96
نسيئة	1.35
نسياء	0.00
نسيان	4.11
نسياوات	0.00
نسيب	3.27
نسيج	3.96
نسيف	0.00
نسيق	0.00
نسيكة	0.00
نسيم	3.90
نشء	1.48
نشؤ	1.87
نشؤوا	1.83
نشئ	2.01
نشا	4.00
نشاء	3.29
نشائط	0.00
نشاب	1.56
نشابة	1.77
نشاة	3.78
نشاتم	0.00
نشاتن	0.00
نشاد	1.39
نشادر	2.00
نشادري	0.00
نشار	2.20
نشارة	2.72
نشاز	2.52
نشاش	0.00
نشاشيب	0.00
نشاط	4.68
نشاطى	1.44
نشاطية	1.04
نشاف	1.71
نشافة	1.92
نشال	2.07
نشان	1.46
نشانا	2.44
نشاوى	0.00
نشاوي	0.00
نشب	3.53
نشبة	2.09
نشترى	2.59
نشتطط	0.00
نشج	0.00
نشح	0.00
نشد	2.81
نشدة	0.00
نشر	5.27
نشرة	4.03
نشرى	0.00
نشز	1.58
نشزة	0.00
نشص	0.00
نشط	4.31
نشطاء	4.05
نشطة	3.94
نشع	1.60
نشغ	0.00
نشف	2.15
نشفة	0.00
نشق	2.37
نشكى	0.00
نشل	2.33
نشم	2.58
نشوء	3.70
نشوات	1.21
نشوان	2.51
نشوة	3.40
نشور	1.79
نشوز	1.65
نشوق	1.62
نشوى	2.62
نشوي	2.24
نشي	1.79
نشيج	2.13
نشيد	3.87
نشيدة	1.99
نشيط	3.40
نشيطة	3.28
نصا	3.57
نصائح	4.25
نصاب	3.51
نصاح	1.72
نصار	3.59
نصارى	2.91
نصاص	0.00
نصاع	0.00
نصاف	1.14
نصال	1.96
نصب	4.38
نصباء	0.00
نصباوات	0.00
نصبة	1.85
نصة	1.46
نصت	3.83
نصتت	0.00
نصتم	0.00
نصتنا	0.00
نصتوا	0.00
نصح	3.52
نصحاء	0.00
نصحة	1.27
نصر	4.73
نصراء	1.11
نصراني	2.89
نصرانية	2.54
نصرة	3.87
نصص	1.05
نصطل	0.00
نصع	1.74
نصغ	0.00
نصغى	1.19
نصف	5.21
نصفة	1.72
نصفرر	0.00
نصفى	2.07
نصل	4.23
نصلة	0.00
نصلى	2.57
نصوح	2.63
نصوص	4.29
نصي	3.24
نصيب	4.37
نصيبين	2.58
نصيح	2.52
نصيحة	4.37
نصير	3.92
نصيري	2.58
نصيص	1.11
نصيع	0.00
نصيف	2.97
نصيل	0.00
نضؤ	0.00
نضئ	1.18
نضا	0.00
نضائد	0.00
نضائض	0.00
نضاح	1.15
نضادة	0.00
نضار	1.59
نضارة	3.11
نضاض	0.00
نضاضة	0.00
نضال	3.93
نضب	2.20
نضج	3.37
نضح	2.46
نضحة	0.00
نضخ	1.48
نضد	1.46
نضر	2.67
نضرة	3.26
نضرغطط	0.00
نضض	0.00
نضف	2.15
نضل	2.60
نضمحلل	0.00
نضناض	0.00
نضو	0.00
نضوب	2.51
نضوج	3.11
نضوح	1.08
نضى	0.00
نضي	0.00
نضيج	1.48
نضيد	1.65
نضير	2.08
نضيض	0.00
نضيضة	0.00
نطا	1.20
نطائح	0.00
نطاح	1.56
نطار	0.00
نطارة	0.00
نطاط	2.27
نطاطير	0.00
نطاع	0.00
نطاعة	0.00
نطاف	2.00
نطافة	0.00
نطاق	4.99
نطب	0.00
نطح	2.22
نطحة	1.97
نطحى	0.00
نطر	1.88
نطرة	1.84
نطرون	0.00
نطس	0.00
نطع	1.94
نطعي	0.00
نطف	2.11
نطفة	3.18
نطق	3.88
نطقة	1.84
نطقيات	0.00
نطل	2.29
نطمانن	0.00
نطوع	1.34
نطيح	2.38
نطيط	0.00
نظائر	2.80
نظار	2.05
نظاراتي	1.71
نظارة	3.67
نظاف	1.95
نظافة	3.97
نظام	5.51
نظامي	3.78
نظامية	3.63
نظر	4.84
نظراء	2.19
نظرة	4.92
نظرتم	2.29
نظرتن	1.17
نظرنا	3.85
نظري	4.28
نظرية	4.55
نظف	2.98
نظفاء	0.00
نظلل	0.00
نظم	4.63
نظمة	1.49
نظمي	2.99
نظورة	0.00
نظير	3.86
نظيف	4.29
نظيم	1.87
نعا	1.43
نعائم	0.00
نعاب	0.00
نعاة	0.00
نعاج	2.25
نعار	1.16
نعاس	2.69
نعاسى	0.00
نعاق	1.31
نعال	2.77
نعام	2.52
نعامة	2.79
نعامى	0.00
نعاميات	0.00
نعايا	0.00
نعب	1.68
نعت	3.38
نعتن	0.00
نعث	0.00
نعج	0.00
نعجة	2.79
نعر	1.65
نعرة	2.03
نعس	2.30
نعسان	2.88
نعسة	1.65
نعسى	0.00
نعش	3.26
نعص	1.01
نعض	2.01
نعطى	2.43
نعظ	1.42
نعظتم	0.00
نعظتن	0.00
نعظن	0.00
نعظنا	0.00
نعظوا	0.00
نعف	1.65
نعفى	0.00
نعق	1.84
نعقة	0.00
نعل	3.03
نعلة	1.36
نعلى	1.64
نعم	5.24
نعما	2.60
نعماء	1.35
نعمات	2.37
نعمان	3.62
نعمة	4.37
نعمى	1.78
نعناع	3.34
نعناعي	0.00
نعنع	2.16
نعنعة	0.00
نعنى	1.96
نعوت	2.00
نعوجج	0.00
نعور	0.00
نعوظ	0.00
نعومة	3.47
نعى	3.10
نعي	3.45
نعيب	2.34
نعير	2.32
نعيق	2.21
نعيم	4.13
نعيما	2.43
نعيمة	3.15
نغب	1.01
نغت	0.00
نغر	1.80
نغز	0.00
نغش	1.82
نغص	1.93
نغصة	0.00
نغض	2.52
نغطى	1.63
نغف	1.13
نغق	0.00
نغل	2.22
نغم	3.28
نغمة	3.67
نغنى	1.95
نغوم	0.00
نغى	0.00
نغيل	0.00
نفاة	1.15
نفاث	2.61
نفاثة	3.16
نفاج	1.15
نفاح	0.00
نفاخ	1.62
نفاخة	1.65
نفاد	3.07
نفاذ	3.76
نفار	1.82
نفاس	2.16
نفاسة	1.90
نفاض	0.00
نفاط	1.43
نفاطة	0.00
نفاع	2.28
نفاق	3.47
نفال	0.00
نفاوة	0.00
نفايات	3.73
نفاية	2.14
نفت	3.78
نفث	3.03
نفثة	1.90
نفج	0.00
نفجة	0.00
نفح	2.45
نفحة	3.18
نفخ	3.53
نفخة	2.97
نفد	3.09
نفدتم	0.00
نفدتن	0.00
نفدن	0.00
نفدنا	0.00
نفدوا	0.00
نفذ	4.23
نفذة	1.14
نفذي	1.47
نفر	3.77
نفرة	2.20
نفرتم	1.12
نفرتن	0.00
نفرر	0.00
نفرن	0.00
نفرنا	0.00
نفروا	1.90
نفري	1.18
نفز	2.15
نفس	5.63
نفساء	1.32
نفساني	2.94
نفساوات	0.00
نفسة	3.68
نفسى	4.24
نفسي	5.28
نفش	2.12
نفص	2.02
نفض	2.94
نفضة	1.99
نفضي	1.91
نفط	4.08
نفطة	2.64
نفع	3.94
نفعة	1.42
نفعى	0.00
نفعي	2.26
نفعية	2.48
نفغ	0.00
نفق	3.93
نفقة	3.71
نفقي	1.89
نفل	2.56
نفنى	1.86
نفه	0.00
نفوتم	0.00
نفوتن	0.00
نفوذ	4.04
نفور	2.72
نفورة	0.00
نفوس	3.97
نفون	0.00
نفونا	0.00
نفى	3.96
نفي	3.99
نفير	2.67
نفيس	3.05
نفيل	2.64
نقئ	0.00
نقا	2.13
نقاء	3.40
نقائب	0.00
نقائر	0.00
نقائص	2.25
نقائض	1.56
نقائع	0.00
نقاب	2.98
نقابة	4.36
نقابي	2.90
نقاة	0.00
نقاد	3.48
نقار	2.60
نقارة	1.73
نقارس	0.00
نقاز	0.00
نقاش	4.27
نقاشة	1.77
نقاص	0.00
نقاط	4.87
نقاع	0.00
نقاعة	1.21
نقاق	1.14
نقال	3.26
نقالة	3.30
نقام	0.00
نقانق	2.49
نقاهة	2.71
نقاوة	2.79
نقب	2.59
نقباء	2.36
نقبة	1.37
نقة	1.70
نقتضى	0.00
نقث	0.00
نقح	1.60
نقحر	0.00
نقحرة	1.29
نقخ	0.00
نقد	4.28
نقدا	3.96
نقدة	1.27
نقدي	3.54
نقذ	1.62
نقر	3.32
نقرة	3.24
نقرس	1.69
نقز	1.61
نقزة	1.04
نقس	2.29
نقش	3.57
نقشعرر	0.00
نقص	4.83
نقصان	3.57
نقصة	1.35
نقض	3.45
نقضى	2.19
نقط	3.46
نقطة	5.12
نقطتان	2.70
نقع	3.56
نقعة	1.57
نقف	4.09
نقل	5.17
نقلا	4.16
نقلة	3.52
نقلى	1.71
نقلي	2.84
نقم	3.07
نقمة	3.33
نقنق	1.34
نقه	1.66
نقو	2.03
نقود	3.99
نقوش	3.15
نقوض	1.16
نقوط	1.46
نقوع	0.00
نقول	4.75
نقوى	2.35
نقى	2.73
نقي	3.81
نقيب	3.84
نقيبة	1.56
نقير	2.17
نقيرة	0.00
نقيصة	2.00
نقيض	3.59
نقيضة	1.51
نقيع	2.31
نقيعة	0.00
نقيق	2.12
نكا	1.04
نكات	3.25
نكاح	3.05
نكار	1.57
نكاس	0.00
نكاف	1.23
نكال	1.09
نكاية	2.77
نكب	2.19
نكبة	3.19
نكت	3.71
نكتة	3.82
نكتم	2.19
نكتن	0.00
نكث	2.50
نكح	2.75
نكحة	0.00
نكخ	0.00
نكد	2.98
نكداء	0.00
نكداوات	0.00
نكدى	1.12
نكر	2.49
نكراء	2.78
نكران	3.33
نكرة	3.18
نكز	1.82
نكس	2.68
نكسة	3.32
نكش	1.69
نكص	1.76
نكصتم	0.00
نكصتن	0.00
نكصن	0.00
نكصنا	0.00
نكصوا	0.00
نكظ	0.00
نكع	0.00
نكف	2.66
نكفة	0.00
نكفى	1.13
نكل	2.51
نكن	4.20
نكنا	0.00
نكه	1.43
نكهة	3.74
نكول	1.81
نكى	0.00
نكي	2.56
نكير	2.50
نلاقى	1.60
نلغى	1.71
نلفى	0.00
نلق	2.02
نلقى	3.41
نما	3.45
نماء	2.88
نمائم	0.00
نماة	0.00
نماذج	4.33
نمارق	1.28
نماط	0.00
نمال	0.00
نمام	2.23
نمت	4.32
نمتدد	0.00
نمتز	0.00
نمتم	1.56
نمتن	1.31
نمحى	0.00
نمد	3.08
نمر	4.03
نمراء	0.00
نمراوات	0.00
نمرة	3.40
نمرق	1.36
نمرقة	1.09
نمس	2.62
نمسا	1.96
نمساوي	2.69
نمش	2.22
نمص	1.92
نمط	4.46
نمق	0.00
نمكسود	0.00
نمل	3.49
نملة	3.26
نمنا	2.72
نمنم	1.84
نمنمة	1.31
نمه	1.34
نمو	4.55
نموتم	0.00
نموتن	0.00
نموذج	4.64
نموذجي	3.62
نمور	3.36
نموس	1.41
نمون	1.39
نمونا	2.02
نمى	2.93
نمي	2.59
نمية	0.00
نمير	2.98
نميم	0.00
نميمة	2.61
ننادى	1.87
نناوى	0.00
ننته	1.97
ننتوى	0.00
ننثن	0.00
نند	0.00
نندى	0.00
ننزو	0.00
ننسى	4.38
ننضمم	0.00
ننفى	1.20
ننقد	1.91
ننقض	1.53
ننكفف	0.00
ننم	1.90
ننمى	1.10
ننهى	1.83
ننوى	1.41
نهؤ	0.00
نهئ	1.34
نها	0.00
نهائي	4.67
نهاب	2.19
نهاة	0.00
نهاد	3.20
نهار	4.23
نهارئذ	0.00
نهارذاك	0.00
نهاز	0.00
نهاض	1.30
نهال	2.89
نهالى	0.00
نهام	1.55
نهامي	0.00
نهاوند	2.41
نهاية	5.48
نهب	3.78
نهبة	1.42
نهت	1.86
نهتمم	0.00
نهج	4.18
نهد	2.80
نهداء	0.00
نهدى	1.80
نهر	4.84
نهرة	0.00
نهز	2.23
نهزة	0.00
نهس	1.05
نهش	2.25
نهض	3.37
نهضة	3.82
نهط	0.00
نهف	0.00
نهق	1.87
نهك	0.00
نهكة	0.00
نهل	2.41
نهلان	0.00
نهلة	2.68
نهلى	0.00
نهم	3.52
نهمة	2.22
نهو	1.91
نهوج	0.00
نهود	2.91
نهوض	3.11
نهول	1.37
نهى	4.05
نهي	2.86
نهية	1.49
نهير	2.07
نهيق	2.18
نهيم	2.01
نوء	2.01
نواء	1.57
نوائب	2.58
نوائح	0.00
نوائل	0.00
نوائم	1.05
نوائي	0.00
نواب	4.33
نوابت	0.00
نوابح	0.00
نوابض	2.13
نوابع	0.00
نوابغ	2.24
نوابل	0.00
نوابي	1.38
نواة	4.14
نواتئ	0.00
نواتج	2.86
نواتي	1.41
نواثر	0.00
نواجح	0.00
نواجذ	0.00
نواجز	0.00
نواجس	0.00
نواجع	0.00
نواجم	0.00
نواجي	0.00
نواح	3.33
نواحر	0.00
نواحل	0.00
نواحي	3.84
نواخالي	0.00
نواخب	0.00
نواخر	0.00
نواخس	0.00
نواخل	0.00
نواد	2.54
نوادب	0.00
نوادر	3.05
نوادل	0.00
نوادم	0.00
نوادي	3.54
نوار	3.17
نوارة	3.02
نوارج	0.00
نوازح	0.00
نوازع	1.98
نوازف	0.00
نوازل	2.33
نواس	2.98
نواسخ	1.34
نواسغ	0.00
نواسف	0.00
نواسك	0.00
نواسل	0.00
نواسم	0.00
نواشئ	0.00
نواشد	0.00
نواشر	0.00
نواشز	0.00
نواشط	0.00
نواشف	1.13
نواص	0.00
نواصب	1.95
نواصح	0.00
نواصر	1.13
نواصع	0.00
نواصف	0.00
نواصي	2.08
نواضب	0.00
نواضح	0.00
نواضر	1.26
نواطح	0.00
نواطر	0.00
نواطف	0.00
نواطق	0.00
نواطير	1.21
نواظر	1.26
نواظم	1.12
نواظير	0.00
نواعب	0.00
نواعت	0.00
نواعس	0.00
نواعق	0.00
نواعم	2.77
نواعي	0.00
نواعير	1.69
نواف	3.88
نوافث	0.00
نوافذ	3.87
نوافر	0.00
نوافس	0.00
نوافض	0.00
نوافط	0.00
نوافع	0.00
نوافق	2.79
نوافل	2.46
نوافى	0.00
نوافي	0.00
نوافيث	0.00
نوافير	2.69
نواقد	0.00
نواقر	0.00
نواقص	2.33
نواقع	0.00
نواقل	2.24
نواقم	0.00
نواقير	0.00
نواقيس	2.08
نواكح	0.00
نواكد	0.00
نواكر	0.00
نواكس	0.00
نواكشوط	3.77
نوال	3.85
نوالى	0.00
نوام	1.78
نواميس	2.14
نواه	3.13
نواهد	0.00
نواهر	0.00
نواهز	0.00
نواهض	0.00
نواهق	0.00
نواهل	1.12
نواهي	1.26
نواوير	0.00
نواى	0.00
نوب	2.94
نوبة	4.10
نوبج	0.00
نوبليوم	0.00
نوبي	2.94
نوت	3.64
نوترون	0.00
نوتي	2.58
نوتية	0.00
نوح	4.27
نوحة	0.00
نودوا	0.00
نودي	2.94
نوديتم	0.00
نوديتن	0.00
نودين	0.00
نودينا	0.00
نور	4.95
نوراني	2.17
نورة	3.73
نورج	2.17
نورس	2.95
نورسيات	0.00
نوروز	2.60
نورى	2.45
نوري	4.07
نوس	2.20
نوسب	0.00
نوسبتم	0.00
نوسبتن	0.00
نوسبن	0.00
نوسبنا	0.00
نوسبوا	0.00
نوط	2.65
نوطة	1.69
نوع	5.38
نوعة	2.38
نوعي	3.58
نوعية	4.36
نوفر	3.80
نوفرتم	0.00
نوفرتن	0.00
نوفرن	0.00
نوفرنا	0.00
نوفروا	0.00
نوفس	0.00
نوفستم	0.00
نوفستن	0.00
نوفسن	0.00
نوفسنا	0.00
نوفسوا	0.00
نوفل	3.63
نوفمبر	5.27
نوفى	1.65
نوق	2.05
نوقش	3.00
نوقشتم	0.00
نوقشتن	0.00
نوقشن	0.00
نوقشنا	0.00
نوقشوا	0.00
نوقى	0.00
نوك	2.89
نول	2.98
نولة	1.48
نولى	1.46
نولينة	0.00
نوم	4.54
نومة	2.77
نومي	3.77
نون	3.95
نونبر	2.99
نوني	2.58
نوه	3.40
نوهة	0.00
نوول	0.00
نوولتم	0.00
نوولتن	0.00
نوولن	0.00
نوولنا	0.00
نوولوا	0.00
نوووا	0.00
نووي	4.00
نوويتم	0.00
نوويتن	0.00
نووين	1.61
نووينا	0.00
نوى	3.60
نوي	2.73
نويات	1.78
نيء	2.06
نيابة	4.31
نيابي	2.65
نيات	2.63
نيازك	2.53
نياط	2.04
نيافة	1.72
نيام	3.37
نيب	2.42
نيبال	3.85
نيبالي	2.13
نيبالية	2.48
نيبور	2.41
نية	4.30
نيترات	1.98
نيجيريا	4.35
نيح	1.51
نير	3.75
نيران	4.04
نيرة	2.57
نيروز	1.99
نيزك	3.31
نيس	3.84
نيسان	4.65
نيشان	2.87
نيص	1.82
نيط	1.15
نيف	3.14
نيفادا	3.55
نيفق	0.00
نيقوسيا	2.65
نيك	4.89
نيكت	1.58
نيكل	2.93
نيكوا	0.00
نيكوتين	2.46
نيكي	3.75
نيل	4.29
نيلوفر	1.82
نيلون	1.81
نيلي	3.48
نيم	3.48
نينجا	3.72
نينوى	3.85
نيه	2.91
نيوب	1.55
نيوبيوم	1.12
نيوترون	2.39
نيودلهي	3.49
نيون	2.92
نيويورك	5.15
هاء	2.98
هائب	0.00
هائج	3.09
هائد	0.00
هائف	0.00
هائل	4.23
هائم	2.56
هاب	3.32
هابر	2.49
هابش	0.00
هابط	2.85
هابل	3.02
هابيل	3.13
هات	3.74
هاتر	2.35
هاتف	4.62
هاتفي	4.11
هاتفيا	3.62
هاتك	1.66
هاتم	0.00
هاته	3.79
هاث	2.02
هاج	2.84
هاجد	1.86
هاجر	4.01
هاجرة	2.09
هاجرتم	0.00
هاجرتن	0.00
هاجرنا	1.94
هاجري	1.68
هاجس	3.56
هاجع	1.35
هاجم	4.15
هاجمتم	1.01
هاجمتن	0.00
هاجمنا	2.12
هاجمي	0.00
هاجى	1.65
هاجي	2.49
هاد	3.87
هادئ	4.11
هادب	0.00
هادت	0.00
هادر	2.23
هادف	3.04
هادل	0.00
هادم	2.51
هادن	2.23
هادوا	2.50
هادى	2.75
هادي	4.52
هاذب	0.00
هاذر	1.09
هار	3.04
هارب	3.51
هارج	1.13
هارد	3.45
هارس	2.00
هارش	1.84
هارع	0.00
هارف	2.21
هارق	0.00
هارون	4.04
هاز	2.28
هازئ	1.27
هازباء	0.00
هازر	0.00
هازع	0.00
هازل	2.73
هازم	1.99
هازمة	0.00
هاس	3.02
هاسيوم	0.00
هاش	3.55
هاشم	4.23
هاشمي	3.29
هاص	1.37
هاصر	0.00
هاض	1.46
هاضب	0.00
هاضل	1.26
هاضم	1.69
هاضوم	0.00
هاط	1.08
هاطل	1.45
هاع	1.59
هاف	2.93
هافانا	3.77
هافت	1.46
هافنيوم	0.00
هال	3.97
هالة	3.95
هالك	3.44
هالوك	1.55
هام	4.55
هامة	4.52
هامد	1.90
هامر	3.23
هامز	0.00
هامس	2.37
هامش	4.08
هامع	0.00
هامك	0.00
هامل	2.89
هان	4.13
هانئ	3.05
هانم	2.93
هانيبال	3.08
هاو	3.64
هاواي	3.85
هاود	1.03
هاوش	0.00
هاون	3.59
هاوى	1.61
هاوي	3.41
هاوية	3.23
هايا	0.00
هايتي	3.90
هايج	2.75
هايط	0.00
هبا	2.27
هباء	3.57
هباب	1.98
هبات	3.09
هباط	1.19
هبال	1.96
هبالة	0.00
هبب	0.00
هببتم	0.00
هببتن	0.00
هببن	0.00
هببنا	0.00
هبة	4.14
هبت	3.43
هبث	0.00
هبج	0.00
هبد	1.55
هبذ	0.00
هبر	1.90
هبرة	2.05
هبرية	0.00
هبز	0.00
هبش	1.13
هبص	0.00
هبط	3.74
هبطة	1.58
هبطتم	0.00
هبطتن	0.00
هبطن	0.00
هبطنا	2.12
هبطوا	2.65
هبع	0.00
هبغ	0.00
هبل	3.21
هبلاء	0.00
هبلاوات	0.00
هبلة	1.88
هبلى	0.00
هبن	1.11
هبهاب	0.00
هبهب	1.83
هبوب	3.29
هبور	0.00
هبوط	4.05
هبول	0.00
هبي	2.38
هبيد	1.23
هتئ	0.00
هتا	2.13
هتات	0.00
هتاف	3.46
هتر	1.28
هتش	2.48
هتع	0.00
هتف	3.19
هتفة	0.00
هتفى	0.00
هتك	3.25
هتكة	0.00
هتل	1.49
هتم	1.74
هتماء	0.00
هتماوات	0.00
هتمى	0.00
هتن	1.16
هتوف	1.36
هتون	2.25
هثم	0.00
هثى	0.00
هجئ	0.00
هجا	2.17
هجاء	3.21
هجائن	1.96
هجاة	0.00
هجاجيك	0.00
هجاد	1.36
هجار	1.40
هجاع	0.00
هجان	1.65
هجانة	1.46
هجب	0.00
هجج	0.00
هجد	0.00
هجدة	0.00
هجر	3.89
هجران	2.55
هجرة	4.18
هجس	1.13
هجش	0.00
هجع	1.50
هجعات	0.00
هجعة	1.63
هجف	0.00
هجل	0.00
هجليج	2.46
هجم	3.32
هجمة	3.48
هجمتم	0.00
هجمتن	0.00
هجمن	0.00
هجمنا	1.36
هجموا	2.68
هجن	2.55
هجناء	1.24
هجنة	1.35
هجو	2.01
هجود	0.00
هجوع	1.89
هجوم	4.84
هجوي	0.00
هجى	1.21
هجي	1.30
هجيج	1.55
هجير	2.19
هجيرة	1.18
هجيع	0.00
هجين	3.36
هجينة	2.93
هخامنش	0.00
هخامنشي	0.00
هدئ	2.18
هدا	2.88
هداب	1.47
هداة	2.38
هداج	2.45
هداد	1.62
هدار	2.27
هدارة	1.55
هداف	3.80
هدال	1.14
هدام	2.59
هداهد	1.13
هدايا	4.13
هداية	3.49
هدب	2.50
هدباء	1.65
هدباوات	0.00
هدبة	1.64
هدة	2.29
هدت	2.16
هدج	0.00
هدد	3.92
هددة	0.00
هددي	0.00
هدر	3.56
هدرة	1.66
هدرج	0.00
هدروجين	1.04
هدس	0.00
هدغ	0.00
هدف	5.07
هدفة	2.21
هدفتم	0.00
هدفتن	0.00
هدفن	0.00
هدفنا	4.16
هدفوا	1.20
هدك	1.69
هدل	1.68
هدلاء	0.00
هدلاوات	0.00
هدم	4.07
هدمة	1.40
هدن	1.93
هدنة	3.83
هدهد	2.64
هدهدة	1.38
هدوء	4.25
هدى	4.17
هدي	3.81
هدية	4.55
هدير	3.32
هديل	3.25
هذئ	0.00
هذا	6.67
هذاء	1.90
هذاءة	0.00
هذاذيك	0.00
هذار	0.00
هذب	2.30
هذر	2.07
هذف	2.09
هذم	1.07
هذى	2.63
هذيان	2.96
هرئ	0.00
هرا	2.04
هراء	3.25
هراب	1.10
هراة	2.17
هرار	1.85
هراس	1.74
هراسة	1.48
هراش	0.00
هراطقة	1.48
هراهير	0.00
هراوة	2.56
هراوى	0.00
هرب	4.29
هربة	1.05
هربتم	1.69
هربتن	0.00
هربن	2.00
هربنا	2.40
هربوا	3.72
هربي	1.67
هرت	2.44
هرتز	3.18
هرج	2.68
هرد	1.83
هرر	2.40
هررة	1.46
هرز	0.00
هرس	2.23
هرش	2.11
هرشف	0.00
هرص	0.00
هرض	0.00
هرط	0.00
هرطق	0.00
هرطقة	2.66
هرطوقي	1.08
هرع	2.85
هرف	0.00
هرق	2.18
هرقل	3.69
هرقلية	2.28
هرم	3.71
هرمز	3.56
هرمون	3.97
هرمى	1.18
هرمينا	1.09
هرهر	0.00
هرهور	1.25
هروب	4.05
هرور	0.00
هرول	2.42
هرولة	2.66
هروي	1.12
هرى	1.35
هري	2.17
هريء	0.00
هريئة	0.00
هرير	1.91
هريرة	4.29
هريس	2.39
هريسة	2.36
هريفنا	1.12
هزء	1.16
هزئ	1.14
هزا	2.55
هزاء	0.00
هزائم	3.16
هزابر	0.00
هزاة	0.00
هزار	2.85
هزاريف	0.00
هزاز	2.90
هزال	2.40
هزالة	1.41
هزاهز	0.00
هزبر	1.51
هزة	3.52
هزج	1.11
هزر	1.21
هزروف	0.00
هزز	0.00
هززة	0.00
هزع	0.00
هزف	0.00
هزق	0.00
هزل	2.62
هزلة	0.00
هزلى	1.75
هزلي	3.41
هزم	3.83
هزهز	0.00
هزهزة	1.18
هزوم	0.00
هزيج	0.00
هزيز	1.50
هزيع	1.31
هزيل	3.08
هزيم	2.52
هزيمة	4.30
هستيري	2.73
هستيريا	2.78
هسع	1.60
هسهس	1.08
هسهسة	1.81
هسيس	1.59
هشاش	0.00
هشاشة	3.55
هشام	4.57
هشر	1.07
هشم	2.33
هشمة	0.00
هشهش	1.96
هشوش	0.00
هشوم	0.00
هشيم	2.51
هشيمة	2.22
هصا	0.00
هصر	0.00
هصم	0.00
هصور	1.53
هضائم	0.00
هضاب	2.57
هضام	0.00
هضب	1.06
هضبة	3.75
هضل	0.00
هضلاء	0.00
هضم	3.38
هضمة	0.00
هضمي	2.47
هضوم	0.00
هضيم	1.18
هطا	1.06
هطال	1.25
هطر	0.00
هطع	0.00
هطف	0.00
هطل	2.62
هطلس	0.00
هطول	4.00
هعخع	0.00
هفا	1.61
هفاف	0.00
هفت	2.03
هفك	0.00
هفهاف	0.00
هفهف	0.00
هفوة	2.79
هقع	0.00
هقف	0.00
هقم	0.00
هقى	0.00
هكب	0.00
هكذا	5.09
هكر	3.02
هكع	0.00
هلا	4.60
هلاك	3.44
هلال	4.33
هلالية	3.18
هلام	3.11
هلامي	2.50
هلب	1.90
هلت	2.35
هلج	0.00
هلد	0.00
هلس	2.26
هلسنكي	3.18
هلع	3.22
هلك	3.53
هلكة	2.19
هلكى	1.81
هلل	2.63
هللة	2.42
هلم	3.13
هلهال	0.00
هلهل	1.52
هلوس	0.00
هلوسة	2.85
هلوع	0.00
هليوم	2.03
هليون	1.86
هما	4.88
همائم	0.00
هماد	0.00
هماز	2.00
هماس	0.00
همالية	0.00
همام	3.55
همة	3.47
همت	3.20
همج	3.07
همجي	2.99
همجية	3.20
همد	1.32
همدان	3.36
همدة	0.00
همذ	0.00
همر	2.99
همرة	0.00
همز	2.04
همزة	3.36
همس	3.75
همسة	3.19
همش	2.27
همط	0.00
همع	1.32
همغ	0.00
همك	3.09
همل	2.11
همم	3.09
همهام	0.00
همهم	3.46
همهمة	2.31
همولة	0.00
همى	1.92
همي	3.19
هميان	1.46
هميز	0.00
هنؤ	0.00
هنؤوا	0.00
هنئ	2.01
هنئتم	0.00
هنئتن	0.00
هنئنا	1.22
هنئي	0.00
هنا	5.93
هناء	3.36
هناة	0.00
هناتم	0.00
هناتن	0.00
هناك	6.11
هنالك	4.83
هنان	0.00
هنانا	0.00
هنب	1.83
هنة	1.27
هند	4.06
هندام	1.91
هندبا	0.00
هندباء	1.78
هندس	2.18
هندسة	4.18
هندسي	3.25
هندم	1.37
هندوس	2.21
هندوسي	3.01
هندوسية	2.52
هندي	4.30
هنري	4.65
هنع	0.00
هنغ	1.67
هنغاري	2.16
هنغاريا	3.46
هنق	1.04
هنوا	1.10
هنوات	0.00
هني	3.46
هنيء	2.20
هنيدة	1.84
هنيهة	2.49
ههه	3.22
هوئ	0.00
هواء	4.08
هوائب	0.00
هوائج	0.00
هوائد	0.00
هوائف	0.00
هوائل	0.00
هوائم	0.00
هوائي	3.38
هوابط	0.00
هوابل	0.00
هواة	3.81
هواتف	4.15
هواجد	0.00
هواجر	1.20
هواجس	3.16
هواجع	0.00
هواجن	0.00
هواجي	0.00
هواد	1.08
هوادئ	0.00
هوادة	3.44
هوادج	0.00
هوادر	0.00
هوادف	0.00
هوادل	0.00
هوادم	0.00
هوادي	1.21
هواذر	0.00
هوارب	0.00
هوارة	2.45
هواز	0.00
هوازئ	0.00
هوازل	0.00
هوازم	0.00
هواشم	0.00
هواضم	0.00
هواضيم	0.00
هواطل	0.00
هوالك	0.00
هوام	2.08
هوامد	0.00
هوامر	0.00
هوامز	0.00
هوامس	0.00
هوامش	3.12
هوامع	0.00
